id_dieta,nome_dieta,descricao,objetivo,restricoes,alimentos_permitidos,alimentos_proibidos,calorias_diarias,macro_proteinas_g,macro_carboidratos_g,macro_gorduras_g,descricao_macro,duracao_dias,nivel_dificuldade
627,Ea Esse,Possimus voluptatibus amet quaerat ea adipisci aliquam consequuntur consequuntur libero cumque laboriosam quo.,Iure maiores expedita.,Sem glúten,Natus deserunt distinctio quae ipsa qui.,Ratione necessitatibus natus nostrum dicta pariatur similique dolor eaque nobis.,2317,148,303,163,"Alta gordura, baixa carb, moderada proteína",180,Difícil
628,A Soluta,Earum perspiciatis ipsa consequuntur alias nemo.,Voluptates natus quibusdam quam.,Sem alimentos processados,Molestiae labore delectus tenetur quisquam sit illum sit natus.,Corrupti recusandae officia dignissimos consequatur iusto debitis quo assumenda in.,2568,160,352,101,"Equilíbrio entre macros, rica em fibras",30,Fácil
629,Sunt Blanditiis,Molestias soluta pariatur amet tempore tempore cumque id dolorum voluptatibus.,Provident illum est.,Sem carnes,Maxime cupiditate esse ratione placeat placeat perferendis iusto non.,Et omnis inventore laudantium veritatis atque laboriosam nobis mollitia dolorum.,2520,51,265,140,Rica em proteínas e vegetais,120,Fácil
630,Odio Architecto,Neque voluptas molestiae unde nulla dolorem neque quibusdam.,Sequi itaque eius ratione rerum ipsam.,Sem laticínios,Et pariatur voluptate enim nihil.,Ratione odio id deserunt quae illo at non.,2023,79,264,116,"Baixo carboidrato, alta proteína e gordura",45,Difícil
631,Voluptates Quis,Nobis consequatur illum commodi alias ut placeat aliquam dolore perferendis blanditiis sint.,Incidunt iusto voluptates quidem perferendis.,Sem alimentos industrializados,Aut quas dolor dolorum qui.,Blanditiis nesciunt cum saepe eos aut eius soluta.,1822,78,75,77,Rica em proteínas e vegetais,45,Difícil
632,Hic Dicta,Totam iusto quo cupiditate iure consequuntur alias fugit est ut dignissimos.,Modi repudiandae recusandae nam consequuntur.,Baixo consumo de carboidratos,Quisquam excepturi eius minus cupiditate ipsum tempore ullam veritatis quod.,Quia quod ducimus nobis sed distinctio et sunt.,2703,100,104,78,"Alta ingestão de carboidratos e fibras, moderada proteína",45,Moderado
633,Ratione Necessitatibus,Numquam temporibus sint voluptates dolorum ducimus dolor.,Distinctio eum esse sit maxime officiis.,Sem grãos e açúcares,Quaerat maxime suscipit magnam nemo aspernatur doloribus veniam totam veniam.,Ea facere accusantium aperiam nemo doloremque molestiae qui.,2922,181,374,79,"Baixo carboidrato, alta proteína e gordura",45,Moderado
634,Culpa Eos,Qui velit esse corporis at molestias voluptatem quisquam laboriosam dolore atque sapiente.,Tenetur tempora nisi autem ea laboriosam.,Sem grãos e açúcares,Perspiciatis et repudiandae magnam rerum veniam accusantium eligendi.,Ipsa sit explicabo nihil voluptatem magnam sint incidunt.,1826,174,54,156,Foco em carboidratos complexos,120,Moderado
635,Provident Molestias,Ipsum nesciunt animi excepturi quis cupiditate mollitia tempore non deserunt repellendus similique optio.,Sapiente tenetur quas.,Sem alimentos processados,Amet vel doloribus veniam minus accusamus adipisci.,Aut neque provident accusamus et deserunt assumenda vitae distinctio aliquam.,2768,90,257,144,Rica em proteínas e vegetais,120,Moderado
636,Inventore Quae,Non laborum cumque quasi nostrum quaerat.,Quis qui nobis veniam repellendus veniam.,Sem grãos e açúcares,Praesentium molestiae minus consequuntur corporis.,Quae neque eum illum fugit maiores maxime.,1622,116,358,131,Rica em proteínas e vegetais,45,Moderado
637,Cupiditate Ab,Maxime explicabo beatae esse libero qui amet.,Impedit molestias minima eos.,Baixo consumo de carboidratos,Sapiente tempore culpa dolor fugiat quibusdam.,Ad a nesciunt ut consequatur dolorem laudantium quis veritatis ex nulla.,2222,136,104,169,"Baixo carboidrato, alta proteína e gordura",30,Fácil
638,Eos Pariatur,Quidem reprehenderit architecto deleniti eos voluptates eligendi quod autem.,Illo quidem illo.,Sem grãos e açúcares,Magnam corporis nemo sed explicabo.,Ea debitis similique vero quibusdam deleniti vel.,1971,196,101,177,"Equilíbrio entre macros, sem alimentos processados",60,Difícil
639,Ipsa Minus,Odit dolorum rerum vero voluptatum illum aliquam illo.,Porro tempora consequatur ullam.,Sem alimentos industrializados,Molestias corporis at mollitia sapiente ipsam.,Ea exercitationem vitae repellat velit adipisci expedita.,2678,196,259,111,"Equilíbrio entre macros, sem alimentos processados",120,Fácil
640,Maxime Ducimus,Laboriosam voluptates adipisci quisquam ad repellendus temporibus dolor laborum deserunt velit tempore alias.,Provident dignissimos occaecati quidem.,Sem grãos e açúcares,Consequuntur iure iusto id.,Natus in labore repellendus quisquam voluptatem perferendis sit eveniet alias.,1650,185,217,152,Foco em carboidratos complexos,30,Moderado
641,Similique Omnis,Voluptatibus minima est accusantium alias doloremque et reiciendis.,Placeat totam est sunt temporibus voluptatum.,Sem grãos e açúcares,Facere accusamus officia asperiores ad libero necessitatibus ad dolores tempora.,Molestias id amet modi delectus nihil ducimus voluptatibus.,1687,141,280,96,Rica em proteínas e vegetais,120,Moderado
642,Provident Blanditiis,Ad numquam a doloribus accusantium ipsa impedit dignissimos aspernatur nostrum repellat velit.,Repellat delectus quam.,Sem alimentos processados,Atque quia adipisci facere eaque et eligendi.,Voluptatibus beatae distinctio dolor enim autem ipsum nisi a dolores.,2941,99,251,146,"Equilíbrio entre macros, sem alimentos processados",120,Moderado
643,Facere Cumque,Molestiae quidem voluptate repellat provident molestias rem enim ipsum facere sapiente.,Commodi cumque pariatur impedit architecto quod.,Sem carnes,Fugit quia voluptatibus nulla vel.,Suscipit explicabo voluptas suscipit facilis dolores cupiditate aliquid eligendi nostrum.,1971,196,161,164,"Equilíbrio entre macros, rica em fibras",120,Difícil
644,Impedit Cupiditate,Amet distinctio impedit temporibus nihil incidunt asperiores maxime.,Omnis expedita rerum tempore officiis.,Sem grãos e açúcares,Fugiat dolor aliquid quaerat enim maiores illum corrupti nobis maxime.,Eveniet error expedita harum nesciunt vero ad ducimus blanditiis.,2853,118,195,163,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Difícil
645,Unde Eveniet,Minima blanditiis doloremque debitis animi excepturi iusto incidunt hic quidem nihil fuga.,Ducimus neque nihil mollitia.,Sem glúten,Minima blanditiis aut iure esse repudiandae.,Odio temporibus atque dolorum omnis totam blanditiis reiciendis asperiores facere.,2999,119,195,117,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Fácil
646,Enim Vero,Alias inventore nulla vero amet non quisquam molestias repudiandae beatae incidunt repudiandae accusantium.,Fugiat eius enim necessitatibus quas iure.,Sem glúten,Dignissimos iusto quis suscipit animi veniam a consectetur dolorum quo.,Dolor veritatis ipsam laudantium blanditiis corrupti fugit quam minus.,1747,199,49,159,Foco em carboidratos complexos,90,Moderado
647,Sed Consequuntur,Quos quae blanditiis optio voluptatibus ipsam unde sed praesentium.,Porro mollitia consequatur voluptatibus.,Baixo consumo de carboidratos,Laborum molestiae dicta eligendi consequuntur odio id nemo dolor.,Tenetur quae libero quae debitis rem doloribus deleniti dolores cupiditate.,2155,71,280,84,"Alta gordura, baixa carb, moderada proteína",90,Difícil
648,Iure Dicta,At molestiae natus qui occaecati veritatis nihil omnis velit corrupti totam.,Nobis illum dicta.,Sem glúten,Veritatis facere nulla vitae molestiae amet maxime.,Eum illum molestiae facilis vel quo.,1834,111,297,32,"Alta gordura, baixa carb, moderada proteína",60,Moderado
649,Minus Est,At iste doloribus ullam minus aliquid corporis ipsam.,Pariatur temporibus vel aut.,Sem alimentos processados,Ab dolores molestias quo expedita.,Nostrum velit earum ex tempore occaecati illum perferendis.,1727,100,327,34,Rica em proteínas e vegetais,45,Fácil
650,Eius Nostrum,Quia temporibus magnam et ipsum magni voluptate quo cumque qui.,Tempora eius culpa.,Sem glúten,Temporibus minima repudiandae quas eveniet blanditiis culpa placeat.,Sed soluta cum quae quidem cupiditate magni accusantium.,2404,94,345,140,"Baixo carboidrato, alta proteína e gordura",120,Difícil
651,Assumenda In,Cumque quo suscipit voluptatibus architecto nemo similique sint.,Laudantium sapiente recusandae velit illo.,Sem laticínios,Nobis laudantium a quos vitae.,Ea temporibus quia magni necessitatibus officia error recusandae.,2571,54,305,114,Foco em carboidratos complexos,180,Difícil
652,Praesentium Ad,Tempore possimus odio ipsam molestiae animi quisquam tenetur labore corporis quas officia.,Doloribus architecto natus numquam.,Sem alimentos processados,Dolor excepturi impedit officiis odio.,Blanditiis explicabo laborum expedita et architecto culpa officiis molestias explicabo.,2938,69,203,58,"Baixo carboidrato, alta proteína e gordura",30,Fácil
653,Doloribus Pariatur,Sit debitis sint molestias nihil similique eaque odio aut quos doloribus aspernatur nobis.,Nulla neque itaque.,Sem laticínios,Cupiditate rerum omnis sequi.,Voluptates ipsa omnis eos fuga soluta expedita.,2127,57,379,114,Rica em proteínas e vegetais,90,Moderado
654,Perspiciatis Quis,Porro repudiandae repudiandae incidunt iusto impedit totam soluta soluta sit delectus deleniti.,Atque rerum blanditiis corporis sapiente.,Sem alimentos industrializados,Quos quia rem eos laudantium.,Unde accusamus quisquam enim sapiente quisquam accusantium rerum.,2550,122,393,49,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Fácil
655,Distinctio Omnis,Esse quae reprehenderit expedita explicabo soluta numquam molestiae laborum cupiditate.,Molestiae fuga ad facilis.,Sem carnes,Soluta fugiat beatae minus provident esse.,Pariatur architecto culpa impedit ipsa.,2782,187,232,112,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Moderado
656,Recusandae Adipisci,Maiores numquam harum accusantium ea laborum tempora officia consequatur veritatis cumque occaecati necessitatibus.,Quo incidunt accusamus esse.,Sem glúten,Quis sunt eius vero harum.,Dolores sequi magni esse cupiditate ducimus unde voluptas.,2137,87,303,110,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Fácil
657,Eius Beatae,Culpa explicabo blanditiis omnis quasi ex consequuntur nostrum quae provident explicabo.,Pariatur non provident corporis.,Sem alimentos industrializados,Magnam laudantium sint rem magnam hic magni velit.,Veritatis numquam aliquid aperiam nulla fugit doloribus alias neque.,1530,129,344,158,Rica em proteínas e vegetais,90,Difícil
658,Nesciunt Esse,Quaerat nostrum nemo commodi necessitatibus alias.,Iusto iste magnam quisquam.,Sem glúten,Saepe nobis error quidem sunt nihil dolor.,Facere tempora eius possimus doloremque praesentium assumenda explicabo laboriosam.,2655,121,184,46,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Difícil
659,Voluptate Eligendi,Placeat molestias consequatur ab ad molestias saepe maxime minus rem.,Enim optio accusamus alias.,Sem alimentos industrializados,Earum error molestias minima similique aliquam quod laborum adipisci.,Nobis excepturi culpa laborum tempore consequatur ad consectetur ipsam labore beatae.,2247,168,287,156,"Equilíbrio entre macros, rica em fibras",90,Moderado
660,Corrupti Laborum,Delectus neque fuga mollitia quas adipisci ipsam nisi impedit error sapiente sequi.,Quibusdam consectetur commodi voluptates.,Sem grãos e açúcares,Saepe repellendus facilis itaque inventore harum facere dicta.,Similique libero sunt culpa asperiores repellat doloribus quidem accusamus repudiandae.,1968,136,205,169,"Equilíbrio entre macros, sem alimentos processados",60,Difícil
661,Quo Iure,Doloribus quia nemo impedit quia reprehenderit.,Alias enim quas tenetur beatae.,Baixo consumo de carboidratos,Hic provident est a dolorum quia esse vitae.,Aliquid id vero possimus eius aliquam laborum animi fugit eaque aliquam.,1766,189,393,72,"Equilíbrio entre macros, rica em fibras",60,Difícil
662,Perferendis Tempore,Ipsa in veritatis occaecati provident earum facere nulla.,Iusto reiciendis labore nobis quidem officiis.,Baixo consumo de carboidratos,Beatae laboriosam aperiam assumenda quaerat inventore ex illo aliquam.,Quas modi dolorum animi quo.,2941,156,128,63,Rica em proteínas e vegetais,60,Fácil
663,Itaque Amet,Cupiditate necessitatibus cupiditate eligendi tempora omnis repudiandae quam est.,Iste quisquam hic sed quia eveniet.,Sem carnes,Aperiam aliquam placeat commodi nesciunt hic sed ut debitis.,Illum corrupti molestiae pariatur rerum distinctio consectetur aspernatur vel harum maxime.,2564,174,308,46,Rica em proteínas e vegetais,120,Fácil
664,Alias Facilis,Eveniet hic vitae eius rem quae ex possimus assumenda fuga non consequatur.,Commodi dolore eius.,Baixo consumo de carboidratos,Eum quam at corrupti sunt aliquam.,Corporis sunt cupiditate quasi sequi exercitationem maxime quae neque.,1716,59,337,79,"Baixo carboidrato, alta proteína e gordura",90,Difícil
665,Id Nostrum,Ducimus tenetur perspiciatis voluptas assumenda impedit fugiat voluptatibus voluptas nisi necessitatibus.,Quidem laboriosam consectetur.,Sem grãos e açúcares,Ex mollitia architecto alias suscipit ex magnam velit.,Illum est quod necessitatibus enim fugit unde magni.,2228,156,227,136,"Alta gordura, baixa carb, moderada proteína",180,Difícil
666,Esse Labore,Repudiandae aliquid voluptate velit deleniti sit odit quasi.,Ipsum placeat laborum.,Sem alimentos processados,Neque facilis repellat voluptatem facilis illum voluptatem itaque.,Consectetur fugiat mollitia alias exercitationem iusto ipsa voluptate.,2051,63,303,119,Foco em carboidratos complexos,60,Fácil
667,Fugiat Asperiores,Dignissimos dolores tempora eius nostrum laborum velit dolore ipsam praesentium nam aspernatur.,Omnis minima velit atque velit iste.,Sem carnes,Unde rem ad ullam magnam pariatur dicta.,Recusandae earum eveniet fugiat maiores debitis corporis.,1839,61,392,120,"Equilíbrio entre macros, sem alimentos processados",60,Fácil
668,Explicabo Esse,Magni soluta voluptate sunt provident corporis fuga aut sequi suscipit.,Deleniti debitis reprehenderit incidunt.,Baixo consumo de carboidratos,Explicabo impedit aspernatur iure minus aperiam quasi.,Voluptatum libero magnam maiores ab esse id perferendis quidem voluptatum.,2674,63,318,98,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Difícil
669,Beatae Omnis,Ipsum totam libero quibusdam totam illo at molestiae cumque perferendis aut sint a.,Numquam ut hic.,Sem laticínios,Quaerat quis velit consequuntur commodi.,Consequuntur aliquam quisquam quo.,2090,172,215,140,Foco em carboidratos complexos,45,Moderado
670,Ullam Consequuntur,Aspernatur ipsa repellendus quam vitae inventore quod et ipsa.,Porro ab ad.,Sem alimentos processados,Veritatis blanditiis velit inventore quo quis eaque sapiente doloribus.,Culpa iste accusantium occaecati animi ratione.,1630,160,71,74,Foco em carboidratos complexos,90,Difícil
671,Nostrum Magnam,Assumenda ea quidem nostrum velit earum repellendus perferendis.,Earum autem explicabo fugiat.,Sem glúten,Quis perferendis commodi perferendis numquam laboriosam sed nisi.,Eos tenetur placeat est fugit eveniet dignissimos dolorum quisquam.,2341,61,203,137,"Equilíbrio entre macros, rica em fibras",60,Fácil
672,Similique Eligendi,Voluptatibus sunt corrupti optio voluptatibus suscipit neque quos natus.,Delectus amet quam ipsam.,Sem carnes,Quibusdam excepturi perspiciatis ad nihil ad aliquam inventore quidem esse.,Beatae dolorum eum quia porro vel hic unde assumenda.,2508,58,152,171,Foco em carboidratos complexos,30,Moderado
673,Nostrum Doloremque,Odio quisquam reiciendis dolore perferendis amet consectetur eveniet.,Atque sit voluptates.,Sem laticínios,Quidem assumenda iste eligendi quo dolore.,Dolore consequuntur illo labore aspernatur ipsam reprehenderit nobis.,2446,174,265,74,"Equilíbrio entre macros, rica em fibras",120,Difícil
674,Vero Quod,Cupiditate accusantium reiciendis velit doloribus quasi impedit non accusamus cupiditate consectetur dicta praesentium.,Reiciendis reprehenderit velit cum asperiores similique.,Sem glúten,Sapiente quo pariatur numquam reprehenderit laborum.,Quod rem distinctio quia quibusdam fugit rerum.,1515,118,238,93,"Equilíbrio entre macros, rica em fibras",120,Moderado
