id,data_coleta,localizacao,tipo_ambiente,temperatura,umidade,ph_agua,nivel_poluição,tipo_poluento,descricao_vegetacao,fauna_observada,solos_caracteristica,descricao_impacto,responsavel_coleta,observacoes
528,2025-08-19,"""-8.821, -41.7756""",solo,20.7,54,,Baixo,,Libero eos ea beatae fugiat voluptates.,Sequi dolor ut.,"""Argiloso, boa drenagem""",Deserunt adipisci quasi laborum.,Clarice Garcia,Officiis quod sed sint corrupti distinctio at commodi.
529,2025-05-11,"""3.8898, -53.5115""",água,31.9,40,6.1,Crítico,Esgoto,Sed qui rem quos dolores velit.,Quos eum temporibus molestias.,"""Rochoso, baixa permeabilidade""",Ratione laboriosam nemo soluta illum asperiores voluptatum.,Cecilia da Mota,Recusandae dolorem dolor nemo in velit omnis.
530,2025-05-20,"""-2.5585, -34.9373""",ar,34.6,56,,Baixo,,Error iste aliquam aspernatur eveniet.,Molestiae fuga sit.,"""Orgânico, rico em nutrientes""",Dolorem dolorem expedita rem illo cum illum.,Valentim Pastor,Modi optio non odit necessitatibus provident et officia.
531,2025-06-04,"""1.9791, -55.3905""",ar,33.7,47,,Baixo,,Iusto maiores accusantium quibusdam laboriosam quos.,Provident placeat fugit.,"""Rochoso, baixa permeabilidade""",Distinctio eum est similique.,Brayan Fonseca,Temporibus aliquid exercitationem nemo sapiente impedit adipisci impedit.
532,2024-12-11,"""-4.059, -36.2616""",ar,16.2,40,,Baixo,,Nihil deserunt architecto.,Deleniti minus sed amet.,"""Orgânico, rico em nutrientes""",Nostrum ea id corporis dolores tenetur nesciunt unde.,Maria Eduarda Dias,Asperiores accusamus pariatur provident nobis dignissimos.
533,2025-07-11,"""-22.4567, -65.3673""",solo,29.1,50,,Crítico,Esgoto,Enim quasi blanditiis.,Laborum porro.,"""Argiloso, boa drenagem""",Quod hic suscipit voluptate eligendi occaecati.,Isaque da Rocha,Placeat quidem aut dolorem ab ut aliquam molestias adipisci.
534,2024-10-23,"""-12.0938, -56.0959""",solo,31.5,72,,Crítico,Radioatividade,Totam nobis esse.,Sint magni deserunt.,"""Arenoso, pouco fértil""",Tempora natus fugit molestias veniam.,André Freitas,Voluptatum numquam labore nostrum at neque perspiciatis.
535,2025-02-23,"""2.2497, -58.4755""",solo,27.4,42,,Moderado,Pesticidas,Reiciendis nisi nesciunt dicta.,Laboriosam itaque hic.,"""Rochoso, baixa permeabilidade""",Atque laudantium quidem quos sint occaecati.,Maria Laura da Conceição,Fugiat repellendus temporibus iusto.
536,2025-06-28,"""-7.2942, -61.8272""",ar,30.7,86,,Crítico,Pesticidas,Voluptas dolorem officia id ipsa.,Dolore iusto commodi culpa.,"""Argiloso, boa drenagem""",Optio eligendi dolor eveniet quasi beatae doloremque.,Maria Vitória Garcia,Ea ad eum suscipit ut est repellat totam dignissimos.
537,2025-03-18,"""-22.4141, -66.6127""",ar,31.4,89,,Moderado,Metais pesados,Magnam reprehenderit optio dolorum quis sequi.,Temporibus officiis eligendi ex nobis.,"""Arenoso, pouco fértil""",Quis fugit voluptatibus dolorum at molestiae voluptatem vero.,Sr. Calebe Macedo,Sed omnis blanditiis cupiditate molestias dolor cumque.
538,2025-08-07,"""-25.8627, -70.3466""",solo,17.4,64,,Baixo,,Nam repellat debitis dignissimos.,Delectus aspernatur voluptatibus.,"""Rochoso, baixa permeabilidade""",Eaque quos labore deleniti eius.,Kaique Câmara,Dicta quisquam ut aut consectetur ea.
539,2025-09-14,"""-2.1381, -48.4345""",solo,20.5,73,,Baixo,,Esse magnam animi.,Nobis sunt animi iste.,"""Orgânico, rico em nutrientes""",Magnam quibusdam sit quia harum sint nesciunt.,Dra. Juliana Rodrigues,Inventore quam pariatur iste in saepe repellat perferendis.
540,2025-01-06,"""-1.9272, -62.8103""",ar,19.2,76,,Baixo,,Magni occaecati expedita at sequi dignissimos.,Rem quibusdam labore tempore architecto.,"""Argiloso, boa drenagem""",Saepe esse in ullam.,Dante Farias,Commodi aliquid debitis in.
541,2025-01-22,"""-12.0315, -67.8977""",água,32.4,78,6.8,Moderado,Esgoto,Labore modi consequuntur.,Fugiat maxime odit.,"""Arenoso, pouco fértil""",Sequi laboriosam veritatis.,Alana Rios,Quibusdam consequuntur earum doloribus commodi.
542,2025-06-06,"""-15.491, -59.1811""",água,26.1,74,6.4,Baixo,,Nisi illo beatae soluta molestiae nam at.,Molestiae nisi accusantium.,"""Rochoso, baixa permeabilidade""",Tenetur illo quos magnam eaque debitis quo laborum.,Maria Luísa Ramos,Quaerat quaerat corporis sit commodi expedita perspiciatis vero voluptatibus.
543,2025-06-30,"""-27.1868, -37.7502""",solo,25.1,57,,Crítico,Plástico,Iste quasi rerum quibusdam beatae consequatur.,Deleniti omnis.,"""Argiloso, boa drenagem""",Reiciendis aperiam temporibus qui cumque fugiat.,Sr. Pedro Fonseca,Minus placeat voluptatibus impedit.
544,2025-05-20,"""-10.3018, -40.9641""",ar,25.4,58,,Alto,Plástico,Ea vero delectus nostrum dolorum quibusdam.,Blanditiis optio nisi.,"""Arenoso, pouco fértil""",Facilis tempora recusandae odio.,Maria Sophia Cavalcanti,Quo fugiat exercitationem fugiat in quod.
545,2024-12-04,"""-12.464, -51.5775""",ar,23.0,72,,Crítico,Esgoto,Dicta fugit mollitia magni.,Tempora excepturi iure.,"""Arenoso, pouco fértil""",Explicabo officiis iure.,Leonardo Barbosa,Aliquid provident ad ut.
546,2025-10-09,"""-25.7045, -37.0992""",ar,30.8,72,,Alto,Plástico,Nesciunt consequatur libero optio optio sint.,Alias voluptates sint.,"""Argiloso, boa drenagem""",Dicta dicta nihil rerum ducimus consectetur sed.,Emanuella Novaes,Placeat nisi sequi facere nemo numquam tenetur.
547,2025-09-26,"""-31.5378, -62.4695""",água,28.5,53,7.6,Moderado,Metais pesados,Maiores dolores sequi nesciunt.,Esse eaque.,"""Argiloso, boa drenagem""",Ratione ullam fugit natus expedita explicabo molestias.,Marcos Vinicius das Neves,Eum tempore incidunt aliquam atque doloribus velit asperiores.
548,2025-05-16,"""-20.5355, -64.2224""",solo,23.6,41,,Baixo,,Similique expedita similique quidem.,Iste dolore est.,"""Arenoso, pouco fértil""",Quo ratione quibusdam voluptatum nihil excepturi veniam vero.,Kamilly da Rosa,Fuga modi odit quas.
549,2025-07-02,"""2.638, -52.7401""",ar,31.0,45,,Moderado,Metais pesados,Consequuntur placeat qui molestiae soluta.,Perspiciatis deleniti veniam ullam laborum.,"""Rochoso, baixa permeabilidade""",Quaerat molestias ducimus.,Laura Borges,Deleniti laboriosam molestias necessitatibus vitae amet adipisci illum illum.
550,2025-01-05,"""-25.9218, -69.524""",ar,16.5,87,,Moderado,Esgoto,Necessitatibus rerum animi maxime eum.,Saepe exercitationem nisi delectus.,"""Argiloso, boa drenagem""",Ducimus culpa sunt ex.,Sra. Ana Luiza Fernandes,Consectetur aspernatur dolor officia animi laboriosam molestiae officia.
551,2024-11-16,"""-27.0118, -67.9864""",solo,19.9,53,,Alto,Esgoto,Repudiandae reiciendis cumque aspernatur.,Voluptatum facere ipsa veniam.,"""Orgânico, rico em nutrientes""",Dolores quae iusto corporis esse hic quaerat iusto.,Liz Pires,Omnis fugiat qui laudantium veritatis quibusdam reprehenderit inventore veritatis.
552,2025-03-03,"""-12.1786, -72.3336""",ar,24.3,74,,Moderado,Pesticidas,Qui iure similique quisquam voluptas nihil.,Modi provident dolores molestiae assumenda.,"""Rochoso, baixa permeabilidade""",Molestiae eius eligendi officiis culpa tempora vel.,Valentim da Costa,Reiciendis adipisci maxime officiis eum aliquid maxime quaerat.
553,2025-07-16,"""-22.6992, -36.741""",ar,26.6,75,,Baixo,,Officiis debitis iure.,Ad consequatur aliquid inventore deleniti.,"""Arenoso, pouco fértil""",Incidunt incidunt mollitia incidunt eum.,Lavínia Teixeira,Harum nobis commodi aperiam debitis repellendus quibusdam.
554,2025-07-21,"""-23.3755, -62.5138""",água,20.9,74,8.4,Alto,Químicos industriais,Mollitia expedita et perferendis praesentium.,Consequatur officia enim fuga.,"""Orgânico, rico em nutrientes""",Suscipit suscipit animi consequuntur harum eveniet corrupti.,Maysa Duarte,Adipisci facilis earum cumque alias sequi accusamus alias praesentium.
555,2025-04-29,"""-14.4297, -70.5804""",água,25.1,64,7.7,Moderado,Esgoto,Perspiciatis quae explicabo.,Quos nisi tenetur.,"""Orgânico, rico em nutrientes""",Alias incidunt earum.,Hadassa Guerra,Maiores non dolor atque.
556,2024-12-10,"""-3.6635, -72.0319""",solo,32.2,90,,Baixo,,Reiciendis accusamus harum eveniet.,Asperiores dolores neque nulla molestiae.,"""Rochoso, baixa permeabilidade""",Fugit aliquam earum ipsam modi.,Dr. Theo da Costa,Est aut porro quas eaque laborum iure.
557,2025-06-18,"""-9.43, -34.6845""",água,28.5,73,7.0,Baixo,,Ducimus eos ullam laborum consequuntur cupiditate.,Doloribus voluptatem dicta.,"""Rochoso, baixa permeabilidade""",Sapiente modi tempore ab aut alias.,Dr. Pedro Lucas Moura,Ratione soluta dolorum provident illum optio aperiam a aliquam.
558,2025-07-12,"""-27.8216, -66.5294""",solo,33.7,85,,Alto,Pesticidas,Adipisci provident consequatur at sit quam.,A odit.,"""Orgânico, rico em nutrientes""",Aspernatur dolore asperiores.,Ester Barbosa,Quo tenetur cumque nostrum optio quas asperiores.
559,2025-09-23,"""-19.4957, -36.9025""",água,19.9,62,7.6,Moderado,Plástico,Cum at esse ullam neque ratione.,Dicta enim odio.,"""Rochoso, baixa permeabilidade""",Vel hic saepe magni.,Pedro Miguel Azevedo,Voluptatem autem maxime repudiandae vitae cupiditate tenetur hic.
560,2024-10-20,"""3.8719, -48.5712""",água,25.1,55,7.5,Moderado,Plástico,Maxime mollitia vitae hic tenetur perspiciatis.,Sapiente similique eaque voluptas porro.,"""Arenoso, pouco fértil""",Vitae perferendis molestias.,Luiza Peixoto,Iure ducimus repellendus aut animi minima a quisquam est.
561,2025-05-07,"""-12.4676, -48.3699""",água,32.2,79,8.4,Moderado,Esgoto,Odit quae dicta modi nostrum labore assumenda.,Neque unde quibusdam doloribus.,"""Argiloso, boa drenagem""",Possimus nisi provident ad repudiandae minima eius eius.,Thiago Cavalcante,Dolorem optio sequi ab quo aliquam.
562,2025-06-26,"""-25.348, -55.3986""",solo,18.1,52,,Crítico,Plástico,Nihil quaerat qui dolores consequuntur minus.,Dolores iusto laboriosam quas voluptatum.,"""Arenoso, pouco fértil""",At ad enim atque quis.,Dr. Kaique Albuquerque,Eaque tenetur quam quisquam necessitatibus cumque sequi eveniet.
563,2025-09-05,"""4.7209, -37.1859""",ar,22.4,88,,Moderado,Esgoto,Enim doloremque ullam.,Necessitatibus facilis rerum iste nulla.,"""Arenoso, pouco fértil""",Nam odit repudiandae sequi pariatur.,Giovanna Ribeiro,Repudiandae magnam nisi ullam.
564,2025-06-28,"""-4.3601, -66.3675""",água,22.6,64,6.0,Crítico,Plástico,Nobis eveniet id.,Assumenda assumenda ex quibusdam aliquam.,"""Arenoso, pouco fértil""",Rerum nesciunt alias dignissimos velit natus vero.,Sra. Luna Silva,Architecto dignissimos omnis iste ullam ipsa et.
565,2025-04-16,"""-6.5934, -66.2191""",água,29.6,78,8.3,Crítico,Metais pesados,Repellat illo officia nostrum.,Nesciunt voluptatum suscipit animi voluptatibus.,"""Rochoso, baixa permeabilidade""",Ducimus accusamus nulla aliquam corporis.,Daniel da Paz,Ab optio quo ratione quos nulla totam.
566,2024-12-19,"""-15.682, -71.6726""",solo,30.5,89,,Alto,Plástico,Blanditiis porro sed est iste at.,Temporibus libero assumenda aut nostrum.,"""Rochoso, baixa permeabilidade""",Itaque voluptates architecto modi commodi laudantium.,Laura Ferreira,Error velit laudantium perspiciatis ex.
567,2025-03-24,"""-29.3203, -69.4862""",solo,20.1,45,,Alto,Plástico,Minus ad velit alias eveniet maiores.,Repudiandae error.,"""Orgânico, rico em nutrientes""",Explicabo delectus veniam nostrum fugiat ut laborum.,Erick Gonçalves,Libero tempore nesciunt quia quidem mollitia pariatur asperiores.
568,2025-02-26,"""-15.398, -49.9507""",ar,16.1,80,,Alto,Metais pesados,Reprehenderit omnis dicta soluta nesciunt.,In at neque quaerat.,"""Rochoso, baixa permeabilidade""",Perspiciatis tempora accusamus magnam consequatur odio.,Valentim Mendes,Eos quo quidem distinctio ipsam tempora reiciendis.
569,2024-12-12,"""-17.3384, -57.3498""",solo,30.9,80,,Crítico,Pesticidas,Magnam amet quos saepe consectetur.,Expedita voluptatibus amet repellendus dicta.,"""Argiloso, boa drenagem""",Ducimus temporibus mollitia harum beatae nostrum ab veritatis.,Antônio Vargas,Iusto explicabo ipsum dolorum in laborum voluptates beatae.
570,2025-04-12,"""-23.4924, -67.7313""",solo,17.0,73,,Baixo,,Optio perspiciatis est.,Excepturi quaerat sed tempora quisquam.,"""Arenoso, pouco fértil""",Alias non nulla consequatur eius.,Ravi Lopes,Alias alias dolore iure saepe occaecati numquam maiores ducimus.
571,2025-07-13,"""-7.5763, -43.6444""",água,20.4,49,7.8,Alto,Químicos industriais,Quis ex sint voluptate.,Fuga maiores quisquam ullam iste.,"""Rochoso, baixa permeabilidade""",Quis corporis sunt optio explicabo explicabo voluptatem.,Léo Souza,Quod nam perferendis ratione ipsam itaque tempora officiis eveniet.
572,2025-03-15,"""-27.0189, -71.9882""",solo,21.8,54,,Moderado,Plástico,Laborum rerum accusantium.,Commodi occaecati mollitia suscipit.,"""Orgânico, rico em nutrientes""",Adipisci dicta id nostrum repudiandae.,Felipe Barbosa,Error similique voluptatum beatae eveniet mollitia quos.
573,2024-10-18,"""-14.1193, -66.608""",ar,30.8,40,,Moderado,Metais pesados,Culpa corporis magni.,Ipsum cum necessitatibus error.,"""Rochoso, baixa permeabilidade""",Excepturi assumenda est.,João Felipe Vieira,Tenetur quos nihil quidem.
574,2025-04-10,"""-27.0943, -72.328""",ar,28.3,61,,Moderado,Esgoto,Magni excepturi quas aliquid.,Cumque quos iure aperiam ad.,"""Arenoso, pouco fértil""",Adipisci quasi qui fuga ad.,Luiz Fernando Caldeira,Eligendi perferendis repellendus molestias totam.
575,2025-06-21,"""-6.5233, -54.0855""",água,22.1,51,7.2,Moderado,Plástico,Iusto quam in porro dolore beatae.,Incidunt corrupti eaque.,"""Rochoso, baixa permeabilidade""",Fugiat qui soluta quos dignissimos eius harum.,Dra. Ana Clara Silva,Ducimus quo eligendi voluptates suscipit nemo.
576,2024-10-17,"""-6.0645, -39.6922""",água,34.4,65,6.1,Crítico,Pesticidas,Ipsa sed minima asperiores.,Earum non impedit.,"""Rochoso, baixa permeabilidade""",Eos dolor nam ducimus iure harum.,Anthony Gabriel Mendonça,Enim ullam accusamus iste similique expedita id.
577,2025-08-11,"""-2.7484, -56.6911""",ar,18.0,41,,Alto,Esgoto,Dolorem possimus quod.,Asperiores quae.,"""Argiloso, boa drenagem""",Praesentium earum quasi similique quo.,Olivia Costela,Animi aliquam eius minima harum ut mollitia.
578,2025-09-10,"""-21.9562, -59.1447""",água,16.9,69,6.3,Moderado,Plástico,Eligendi in consectetur fugit.,Doloremque officiis ipsum.,"""Rochoso, baixa permeabilidade""",Molestiae vitae minus deleniti itaque nobis.,Lucas Gabriel Santos,Minus inventore dolorem assumenda itaque est itaque animi.
579,2024-12-11,"""-13.1301, -39.6912""",solo,35.0,85,,Crítico,Plástico,Commodi consectetur numquam.,Voluptatum temporibus facilis cupiditate.,"""Orgânico, rico em nutrientes""",Maiores necessitatibus quisquam excepturi omnis voluptatibus eligendi nam.,Bella Vasconcelos,Explicabo eveniet voluptas rem officiis in sequi.
580,2025-05-10,"""-27.8424, -46.631""",água,20.8,65,6.9,Crítico,Esgoto,Voluptas laboriosam explicabo soluta non rerum.,Temporibus soluta quod ipsa ad.,"""Arenoso, pouco fértil""",Exercitationem error debitis.,Breno da Cunha,Debitis quasi dolorem cumque officia occaecati quibusdam.
581,2025-03-01,"""-15.8329, -59.4058""",água,27.8,65,6.6,Alto,Plástico,Labore beatae aspernatur harum.,Necessitatibus ab voluptates ipsam impedit.,"""Argiloso, boa drenagem""",Impedit error id perspiciatis possimus eaque animi.,Noah Cavalcante,Tempora enim ducimus voluptatem expedita eveniet inventore.
582,2024-10-27,"""-12.7811, -60.0482""",solo,29.9,47,,Moderado,Esgoto,Iusto corrupti dolorum repellat optio nam.,Laborum dolor atque.,"""Rochoso, baixa permeabilidade""",Aut quae facilis deleniti ipsum excepturi.,Gabriela Andrade,Impedit soluta possimus maiores at libero.
583,2025-06-20,"""-9.5673, -37.715""",ar,22.0,43,,Moderado,Esgoto,Laboriosam odio officia doloribus ipsam dolores.,Quo velit a.,"""Orgânico, rico em nutrientes""",Hic ducimus error ipsum modi.,Eloah Pacheco,Eius soluta dignissimos consequuntur enim officia delectus.
584,2025-02-09,"""1.2673, -64.5316""",solo,19.2,76,,Crítico,Esgoto,Mollitia rem accusamus reprehenderit adipisci.,Sit nihil neque rem.,"""Argiloso, boa drenagem""",Quae ipsam repellendus iste tempore odit.,Srta. Maya Silveira,Nam tenetur architecto ad maiores quas.
585,2025-07-11,"""-20.8189, -65.2554""",água,23.6,72,7.3,Moderado,Pesticidas,Ex odit debitis provident dolore.,Architecto occaecati.,"""Orgânico, rico em nutrientes""",Ullam fuga magnam sed voluptas cupiditate.,Marcos Vinicius Pereira,Reiciendis ab impedit quo neque ex.
586,2025-06-06,"""1.3785, -43.6246""",água,16.7,72,7.1,Alto,Esgoto,Fugit iste deserunt.,Suscipit magni iste odio sit.,"""Argiloso, boa drenagem""",Neque laudantium cum earum nostrum quod.,Sra. Ester Ferreira,Rerum fugit numquam debitis voluptas nesciunt nihil quod.
587,2025-07-28,"""-28.1624, -45.9725""",água,22.1,73,7.3,Alto,Pesticidas,Nostrum sapiente ad.,Quaerat illum veniam.,"""Orgânico, rico em nutrientes""",Rem quo saepe vitae.,Dr. Otto Sousa,Qui quia eligendi occaecati suscipit.
588,2025-03-26,"""-2.9133, -41.2211""",ar,17.8,75,,Crítico,Radioatividade,Molestiae nisi rem.,Quia illo id tempore doloribus.,"""Orgânico, rico em nutrientes""",Eveniet illo vero ullam at voluptate.,Gustavo Henrique Dias,Exercitationem at ipsam dignissimos praesentium deleniti odio libero.
589,2025-02-05,"""-24.4423, -57.9862""",ar,34.2,43,,Moderado,Metais pesados,At quasi maxime explicabo.,Dicta aliquid ad dolorem.,"""Orgânico, rico em nutrientes""",Non doloremque dolorem incidunt.,Kaique Dias,Facere libero facilis accusantium ad cupiditate.
590,2024-12-07,"""-7.8102, -39.4811""",solo,19.4,77,,Baixo,,Reiciendis esse corporis.,Magni accusamus enim dolorem.,"""Orgânico, rico em nutrientes""",Voluptate laborum eum perferendis error.,Raul Sousa,Aspernatur impedit ab culpa eius ipsam.
591,2025-05-12,"""-32.4861, -40.4251""",água,20.7,41,8.5,Moderado,Esgoto,Cum minus similique explicabo nam excepturi.,Assumenda soluta.,"""Arenoso, pouco fértil""",Provident atque aut quae soluta.,Ana Beatriz da Mota,Soluta dolores fugit veniam voluptatem eaque rem harum.
592,2025-08-28,"""-14.3598, -38.4478""",solo,30.1,45,,Baixo,,Fuga suscipit nostrum velit exercitationem ut.,Molestias quis illo dolores aliquam.,"""Orgânico, rico em nutrientes""",Explicabo molestias ratione placeat ea earum.,Léo Rocha,Tenetur sint quidem eaque numquam perspiciatis vero perferendis.
593,2025-05-06,"""-10.385, -51.4553""",solo,30.9,75,,Baixo,,Aut aperiam eum.,Odio laborum repellendus velit libero.,"""Arenoso, pouco fértil""",Atque impedit blanditiis ex.,Fernando Martins,Veritatis totam enim at ipsum nesciunt neque id.
594,2024-10-20,"""-23.4497, -64.5037""",água,15.2,49,7.4,Moderado,Pesticidas,Quia blanditiis facilis.,Nulla culpa eos aspernatur eveniet.,"""Orgânico, rico em nutrientes""",Pariatur eum quibusdam quod quasi nostrum numquam.,Maria Cecília Duarte,Adipisci praesentium laudantium a.
595,2025-06-29,"""-4.5131, -66.8077""",ar,32.5,41,,Alto,Metais pesados,Ducimus ad iusto est labore sapiente.,Assumenda aspernatur.,"""Argiloso, boa drenagem""",Repellendus cum reiciendis non quas iusto eligendi laudantium.,Luiz Otávio Montenegro,Laborum hic quia corporis quis.
596,2025-03-01,"""-2.0834, -71.334""",ar,18.6,75,,Moderado,Esgoto,Ab repudiandae eveniet aliquam ea.,Corrupti ducimus unde.,"""Orgânico, rico em nutrientes""",Expedita iste pariatur dolor doloremque iste dolore.,Bento Campos,Minus ducimus aliquid exercitationem recusandae perspiciatis repellendus.
597,2025-06-14,"""-18.6616, -69.063""",solo,17.4,71,,Moderado,Esgoto,Temporibus natus consequuntur.,Explicabo ratione quis impedit.,"""Argiloso, boa drenagem""",Consectetur vitae quidem blanditiis.,Maria Sophia Pacheco,Placeat provident aut alias.
